0.135354,0.120836,0.116145,0.107931,0.0938826,0.0820443,0.0729368,0.0693261,0.0622834,0.0604279,0.0585933,0.0571195,0.0487624,0.0420164,0.0400375,0.0381393,0.0298849,0.0297945,0.0225947,0.0191028,
0.140834,0.107931,0.107931,0.0979554,0.0820443,0.0820443,0.0778881,0.0726438,0.0677272,0.0633331,0.0604279,0.0349589,0.0329216,0.0241691,0.0228829,0.016076,0.0120443,0.00962513,0.00650299,0.00153714,
0.166123,0.140834,0.129813,0.107931,0.0979554,0.0924253,0.0820443,0.0797404,0.0726438,0.0697122,0.0677272,0.0677272,0.0670725,0.0633331,0.0514782,0.0443233,0.0406277,0.018934,0.0146638,0.0145371,
0.170372,0.140834,0.129649,0.125632,0.106245,0.101756,0.0979554,0.0820443,0.0820443,0.0799877,0.067241,0.0670648,0.0653767,0.0649092,0.0607676,0.0504111,0.0450441,0.0444308,0.0414286,0.03409,
0.231372,0.170372,0.170372,0.140834,0.140834,0.140834,0.129649,0.114115,0.106245,0.0979554,0.0979554,0.0979554,0.0951735,0.0799877,0.0799877,0.0642726,0.0423511,0.0272702,0.024775,0.0158305,
0.231372,0.188028,0.184122,0.170372,0.170372,0.140834,0.140834,0.133019,0.120549,0.116281,0.115028,0.107592,0.106245,0.0760803,0.0505637,0.0463934,0.0429142,0.0290274,0.0100049,0.00552692,
0.239081,0.231372,0.188028,0.147421,0.140834,0.140834,0.140834,0.140834,0.133019,0.116281,0.111514,0.0956972,0.0864691,0.0836316,0.0696985,0.0533468,0.0474444,0.0397712,0.0281865,0.0187998,
0.241526,0.231372,0.15846,0.148109,0.147421,0.140834,0.140834,0.140834,0.140834,0.132011,0.116281,0.116281,0.102223,0.0923502,0.0753931,0.0700652,0.0627558,0.0615273,0.0407646,0.0256603,
0.177746,0.167537,0.154758,0.147421,0.140834,0.140834,0.140834,0.132011,0.132011,0.120916,0.102875,0.0962986,0.0878331,0.067457,0.067036,0.0656126,0.0487111,0.0443059,0.0409175,0.0401983,
0.140834,0.140834,0.140258,0.132011,0.132011,0.132011,0.124304,0.106065,0.100223,0.0996199,0.0929112,0.0819752,0.0786008,0.0784194,0.0626484,0.0614163,0.0540009,0.0479844,0.0360961,0.0143539,
0.182102,0.178272,0.139749,0.1381,0.132011,0.12877,0.124304,0.124304,0.124304,0.114042,0.110421,0.100678,0.100223,0.0993259,0.087558,0.0863728,0.0758079,0.0598826,0.0479308,0.0319624,
0.182102,0.178272,0.152768,0.1381,0.124304,0.124304,0.122668,0.115886,0.115496,0.104876,0.100639,0.090234,0.0775515,0.0716434,0.069049,0.054227,0.0489044,0.0377244,0.0217607,0.0196507,
0.203834,0.182102,0.178272,0.152768,0.135306,0.124304,0.124304,0.124304,0.124304,0.115886,0.110794,0.104876,0.104876,0.0988834,0.0787651,0.056953,0.0457127,0.0392173,0.0379181,0.016339,
0.203834,0.160137,0.152768,0.143949,0.135306,0.135306,0.130225,0.130225,0.127489,0.124304,0.124304,0.1175,0.103754,0.101804,0.0905614,0.0758415,0.0657525,0.062343,0.0158938,0.0103807,
0.189008,0.149642,0.135306,0.135306,0.135306,0.130225,0.130225,0.130225,0.124304,0.117036,0.109751,0.0840909,0.0802275,0.0625634,0.0555397,0.0537591,0.0426187,0.0378996,0.026708,0.012596,
0.221708,0.163508,0.149642,0.135306,0.135235,0.131712,0.130225,0.130225,0.129023,0.124304,0.119656,0.0877709,0.0864019,0.0814748,0.0675981,0.06378,0.0505774,0.0372318,0.0335341,0.0145345,
0.221708,0.163508,0.163508,0.163508,0.163508,0.163508,0.163508,0.152768,0.149642,0.149642,0.132508,0.131712,0.124247,0.100834,0.0924902,0.0769477,0.0760267,0.0607227,0.055137,0.0428931,
